PassengerId,Survived,Pclass,Sex,Age,Company,Fare,Cabin,Embarked,Title
839,1,3,male,Adult,Alone,4.05171190165724,M,S,Mr
840,1,1,male,Young Adult,Alone,3.4242626545931514,Other,C,Mr
841,0,3,male,Child,Alone,2.188856327665703,M,S,Mr
842,0,2,male,Child,Alone,2.4423470353692043,M,S,Mr
843,1,1,female,Young Adult,Alone,3.4657359027997265,M,C,Miss
844,0,3,male,Adult,Alone,2.006534770871748,M,C,Mr
845,0,3,male,Child,Alone,2.2682524139135403,M,S,Mr
846,0,3,male,Adult,Alone,2.145931282948669,M,S,Mr
847,0,3,male,Young Adult,Family,4.256321678298823,M,S,Mr
848,0,3,male,Adult,Alone,2.1855792552411137,M,C,Mr
849,0,2,male,Young Adult,Family,3.5263605246161616,M,S,Other
850,1,1,female,Young Adult,Family,4.500966778400217,Other,C,Mrs
851,0,3,male,Infant,Family,3.4742929367327062,M,S,Master
852,0,3,male,Senior,Alone,2.1719067693519296,M,S,Mr
853,0,3,female,Child,Family,2.7878344138303452,M,C,Miss
854,1,1,female,Child,Family,3.6988297849671046,Other,S,Miss
855,0,2,female,Adult,Family,3.295836866004329,M,S,Mrs
856,1,3,female,Child,Family,2.336986519711378,M,S,Mrs
857,1,1,female,Adult,Family,5.11118445372147,M,S,Mrs
858,1,1,male,Adult,Alone,3.3160025355989236,Other,S,Mr
859,1,3,female,Young Adult,Family,3.0085645861193133,M,C,Mrs
860,0,3,male,Young Adult,Alone,2.1076888046179385,M,C,Mr
861,0,3,male,Adult,Family,2.7152442616824506,M,S,Mr
862,0,2,male,Young Adult,Family,2.5257286443082556,M,S,Mr
863,1,1,female,Adult,Alone,3.2932111997353943,Other,S,Mrs
864,0,3,female,Young Adult,Family,4.256321678298823,M,S,Miss
865,0,2,male,Young Adult,Alone,2.6390573296152584,M,S,Mr
866,1,2,female,Adult,Alone,2.6390573296152584,M,S,Mrs
867,1,2,female,Young Adult,Family,2.698558631668595,M,C,Miss
868,0,1,male,Adult,Alone,3.941500250945973,Other,S,Mr
869,0,3,male,Young Adult,Alone,2.3513752571634776,M,S,Mr
870,1,3,male,Infant,Family,2.495953738718064,M,S,Master
871,0,3,male,Young Adult,Alone,2.1855792552411137,M,S,Mr
872,1,1,female,Adult,Family,3.9806942251907276,Other,S,Mrs
873,0,1,male,Adult,Alone,1.791759469228055,Other,S,Mr
874,0,3,male,Adult,Alone,2.302585092994046,M,S,Mr
875,1,2,female,Young Adult,Family,3.2188758248682006,M,C,Mrs
876,1,3,female,Child,Alone,2.1071782966514356,M,C,Miss
877,0,3,male,Child,Alone,2.3837779082709782,M,S,Mr
878,0,3,male,Child,Alone,2.1855792552411137,M,S,Mr
879,0,3,male,Young Adult,Alone,2.1855792552411137,M,S,Mr
880,1,1,female,Adult,Family,4.432699549165613,Other,C,Mrs
881,1,2,female,Young Adult,Family,3.295836866004329,M,S,Mrs
882,0,3,male,Adult,Alone,2.1855792552411137,M,S,Mr
883,0,3,female,Young Adult,Alone,2.4437981558973862,M,S,Miss
884,0,2,male,Young Adult,Alone,2.4423470353692043,M,S,Mr
885,0,3,male,Young Adult,Alone,2.0856720914304723,M,S,Mr
886,0,3,female,Adult,Family,3.405355391810819,M,Q,Mrs
887,0,2,male,Young Adult,Alone,2.6390573296152584,M,S,Other
888,1,1,female,Child,Alone,3.4339872044851463,Other,S,Miss
889,0,3,female,Young Adult,Family,3.196630215920881,M,S,Miss
890,1,1,male,Young Adult,Alone,3.4339872044851463,Other,C,Mr
891,0,3,male,Adult,Alone,2.169053700369523,M,Q,Mr
